model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
GLA Class,2017,17998,Semi-Auto,47465,Diesel,145,64.2,2.1,Mercedes-Benz
I30,2018,13470,Semi-Auto,13209,Diesel,150,68.9,1.6,Hyundai
Tiguan,2017,21495,Semi-Auto,23372,Diesel,145,49.6,2.0,Volkswagen
I40,2015,9000,Manual,43000,Diesel,20,67.3,1.7,Hyundai
2 Series,2017,16512,Automatic,21284,Petrol,145,48.7,2.0,BMW
Mokka X,2019,12998,Manual,10144,Petrol,145,39.2,1.4,Vauxhall
CL Class,2018,19695,Automatic,19193,Petrol,145,53.3,1.6,Mercedes-Benz
Fiesta,2017,9690,Manual,25644,Petrol,0,65.7,1.0,Ford
3 Series,2017,20898,Semi-Auto,17131,Diesel,150,64.2,2.0,BMW
Touareg,2016,23995,Semi-Auto,41739,Diesel,235,42.8,3.0,Volkswagen
Up,2017,7689,Manual,8950,Petrol,150,64.2,1.0,Volkswagen
I10,2020,11895,Manual,1000,Petrol,145,56.5,1.0,Hyundai
Fabia,2016,9990,Semi-Auto,29377,Petrol,20,60.1,1.2,Skoda
Corsa,2013,6000,Manual,25280,Petrol,125,51.4,1.2,Vauxhall
Polo,2019,20485,Semi-Auto,3271,Petrol,145,39.8,2.0,Volkswagen
Aygo,2018,7995,Manual,24807,Petrol,145,68.9,1.0,Toyota
Arteon,2017,21550,Semi-Auto,23559,Petrol,145,47.1,2.0,Volkswagen
I30,2016,9495,Manual,37000,Diesel,0,78.4,1.6,Hyundai
3 Series,2013,10750,Manual,56000,Diesel,125,60.1,2.0,BMW
Polo,2017,9600,Manual,29553,Petrol,145,58.9,1.0,Volkswagen
T-Roc,2019,21599,Manual,5000,Other,145,42.2,1.5,Volkswagen
Focus,2018,13298,Manual,11132,Petrol,145,57.7,1.0,Ford
Crossland X,2018,11672,Manual,9486,Petrol,145,54.3,1.2,Vauxhall
Astra,2017,9500,Manual,38500,Petrol,145,52.3,1.4,Vauxhall
IX20,2013,7234,Automatic,48666,Petrol,200,43.6,1.6,Hyundai
Fiesta,2017,8998,Manual,10602,Petrol,145,54.3,1.2,Ford
Santa Fe,2017,17500,Manual,30131,Diesel,150,47.1,2.2,Hyundai
Auris,2015,8199,Manual,50119,Petrol,30,58.9,1.2,Toyota
Mondeo,2019,20500,Manual,24,Diesel,145,65.7,2.0,Ford
1 Series,2017,12400,Manual,19454,Diesel,145,72.4,1.5,BMW
Corsa,2019,9999,Manual,9774,Petrol,145,43.5,1.4,Vauxhall
E Class,2019,41099,Semi-Auto,4613,Hybrid,135,188.3,2.0,Mercedes-Benz
Focus,2018,18499,Manual,14682,Petrol,145,41.5,2.0,Ford
Tiguan,2016,16400,Manual,49499,Diesel,125,58.9,2.0,Volkswagen
Octavia,2015,12995,Manual,38000,Diesel,30,64.2,2.0,Skoda
Kuga,2017,18499,Semi-Auto,23041,Diesel,145,54.3,2.0,Ford
Q3,2017,19956,Semi-Auto,38150,Petrol,200,42.2,2.0,Audi
Polo,2017,11100,Automatic,24099,Petrol,20,60.1,1.2,Volkswagen
3 Series,2012,8750,Manual,54000,Diesel,30,61.4,2.0,BMW
Fiesta,2017,11250,Semi-Auto,23817,Petrol,0,57.7,1.0,Ford
E Class,2017,24890,Semi-Auto,22785,Diesel,30,61.4,2.0,Mercedes-Benz
Grandland X,2018,14650,Automatic,15116,Diesel,145,65.7,1.6,Vauxhall
3 Series,2016,14000,Manual,23323,Diesel,30,62.8,2.0,BMW
Yaris,2018,10290,Manual,35768,Petrol,150,47.1,1.5,Toyota
Astra,2019,14000,Manual,9966,Petrol,150,51.4,1.4,Vauxhall
Mokka X,2017,10656,Manual,22050,Petrol,145,47.1,1.4,Vauxhall
E Class,2016,17950,Automatic,30264,Diesel,20,72.4,2.0,Mercedes-Benz
Fabia,2017,8372,Manual,31398,Petrol,145,60.1,1.2,Skoda
Polo,2019,16995,Manual,2716,Petrol,145,51.4,1.0,Volkswagen
Octavia,2015,12695,Manual,33596,Diesel,30,61.4,2.0,Skoda
A3,2015,10195,Automatic,57345,Petrol,20,58.9,1.2,Audi
Focus,2016,9491,Manual,30380,Diesel,0,74.3,1.5,Ford
Polo,2017,11495,Manual,19560,Petrol,0,65.7,1.0,Volkswagen
Focus,2018,16997,Manual,8954,Petrol,145,60.1,1.0,Ford
Focus,2013,5499,Manual,84000,Diesel,20,67.3,1.6,Ford
B Class,2020,24495,Semi-Auto,5000,Diesel,145,55.4,2.0,Mercedes-Benz
Q5,2015,18798,Manual,42180,Diesel,200,47.9,2.0,Audi
Mustang,2018,31498,Automatic,6250,Petrol,145,23.5,5.0,Ford
E Class,2015,18998,Semi-Auto,39530,Diesel,145,54.3,3.0,Mercedes-Benz
Q5,2019,32950,Automatic,9140,Diesel,145,38.2,2.0,Audi
Corsa,2018,7885,Manual,9876,Petrol,145,55.4,1.4,Vauxhall
Arteon,2019,22995,Semi-Auto,13005,Petrol,145,40.4,1.5,Volkswagen
Fiesta,2019,16199,Semi-Auto,8310,Petrol,145,48.7,1.0,Ford
C Class,2019,23990,Automatic,14271,Petrol,145,46.3,1.5,Mercedes-Benz
A4,2016,15500,Manual,24625,Diesel,20,70.6,2.0,Audi
C Class,2019,23399,Automatic,3950,Petrol,145,44.1,1.5,Mercedes-Benz
Tucson,2017,14498,Semi-Auto,17754,Diesel,125,57.6,1.7,Hyundai
A4,2017,15995,Manual,18633,Petrol,145,52.3,1.4,Audi
Crossland X,2019,11768,Manual,2921,Petrol,145,46.3,1.2,Vauxhall
Golf,2016,17549,Automatic,45256,Petrol,200,40.4,2.0,Volkswagen
5 Series,2017,22998,Semi-Auto,27395,Diesel,145,60.1,2.0,BMW
A3,2016,15699,Manual,30154,Diesel,20,65.7,2.0,Audi
Polo,2017,9800,Manual,23564,Petrol,20,60.1,1.2,Volkswagen
Ioniq,2019,22720,Automatic,8492,Hybrid,135,78.5,1.6,Hyundai
T-Roc,2018,18900,Manual,22930,Petrol,145,53.3,1.5,Volkswagen
C Class,2011,7449,Automatic,80268,Diesel,145,56.5,2.1,Mercedes-Benz
Yaris,2020,14990,Automatic,2,Petrol,150,47.9,1.5,Toyota
Q3,2013,8975,Manual,77120,Diesel,150,54.3,2.0,Audi
A3,2014,11137,Manual,55000,Diesel,20,68.9,2.0,Audi
Fiesta,2018,11290,Semi-Auto,24365,Petrol,145,54.3,1.0,Ford
Scirocco,2015,11699,Manual,38442,Diesel,20,55.4,2.0,Volkswagen
Fabia,2017,9800,Manual,12326,Petrol,145,64.2,1.0,Skoda
RAV4,2016,19970,Automatic,35445,Hybrid,20,57.6,2.5,Toyota
Astra,2018,11500,Manual,22647,Petrol,145,46.3,1.4,Vauxhall
Q2,2017,18495,Manual,19210,Petrol,125,50.4,1.4,Audi
Superb,2016,8500,Manual,72854,Diesel,20,67.3,1.6,Skoda
Grand C-MAX,2018,14000,Manual,5113,Petrol,145,47.9,1.0,Ford
Focus,2019,17050,Manual,3891,Diesel,145,74.3,1.5,Ford
Mokka,2014,7687,Manual,37356,Diesel,30,60.1,1.7,Vauxhall
CL Class,2017,18289,Semi-Auto,26900,Diesel,125,58.9,2.1,Mercedes-Benz
Polo,2019,11495,Manual,10133,Petrol,150,48.7,1.0,Volkswagen
Kona,2018,13498,Manual,6922,Petrol,145,44.1,1.0,Hyundai
A Class,2019,35990,Automatic,3331,Petrol,145,35.3,2.0,Mercedes-Benz
Yaris,2019,12995,Manual,1378,Petrol,145,47.9,1.5,Toyota
Mokka X,2019,14000,Manual,12523,Petrol,145,39.2,1.4,Vauxhall
Fiesta,2015,6950,Manual,26850,Petrol,125,54.3,1.2,Ford
E Class,2016,22636,Automatic,12902,Diesel,165,50.4,3.0,Mercedes-Benz
2 Series,2018,17500,Automatic,6079,Diesel,145,51.4,2.0,BMW
C Class,2014,14990,Semi-Auto,57499,Diesel,125,60.1,2.1,Mercedes-Benz
1 Series,2017,17894,Semi-Auto,14684,Petrol,145,54.3,1.5,BMW
T-Roc,2019,31000,Automatic,5502,Petrol,145,32.5,2.0,Volkswagen
Fabia,2017,9295,Manual,20095,Petrol,145,64.2,1.0,Skoda
Sharan,2019,25995,Semi-Auto,4000,Diesel,145,41.5,2.0,Volkswagen
Q5,2020,49495,Semi-Auto,4000,Hybrid,135,117.7,2.0,Audi
Touran,2017,16990,Manual,20546,Diesel,145,64.2,2.0,Volkswagen
Corsa,2019,9990,Manual,3181,Petrol,145,43.5,1.4,Vauxhall
Mokka X,2016,12298,Semi-Auto,10680,Petrol,160,43.5,1.4,Vauxhall
Corsa,2018,8200,Manual,4521,Petrol,145,43.5,1.4,Vauxhall
Fabia,2019,9920,Manual,1927,Petrol,150,57.7,1.0,Skoda
Polo,2017,10990,Manual,19224,Petrol,145,65.7,1.0,Volkswagen
Kuga,2015,13698,Manual,34332,Diesel,145,54.3,2.0,Ford
Astra,2016,9400,Manual,31331,Diesel,20,72.4,1.6,Vauxhall
4 Series,2019,25000,Manual,4000,Diesel,150,55.4,2.0,BMW
Fiesta,2015,5999,Manual,30540,Petrol,125,54.3,1.2,Ford
X1,2013,10899,Automatic,42073,Diesel,160,52.3,2.0,BMW
E Class,2018,21500,Automatic,31281,Diesel,145,72.4,2.0,Mercedes-Benz
S-MAX,2017,17295,Manual,16634,Diesel,125,56.5,2.0,Ford
Golf,2016,16990,Manual,16662,Diesel,20,67.3,2.0,Volkswagen
3 Series,2014,12000,Manual,47318,Diesel,125,58.9,2.0,BMW
Mokka,2016,9299,Manual,18109,Diesel,20,68.9,1.6,Vauxhall
3 Series,2019,25330,Semi-Auto,2307,Diesel,145,65.7,2.0,BMW
Ka+,2018,6995,Manual,10529,Petrol,145,57.7,1.2,Ford
Q5,2019,30800,Automatic,15,Diesel,145,39.2,2.0,Audi
3 Series,2019,26750,Semi-Auto,4327,Diesel,145,53.3,3.0,BMW
Q5,2019,31470,Semi-Auto,5089,Diesel,150,38.2,2.0,Audi
Focus,2018,12500,Manual,18101,Petrol,145,57.7,1.0,Ford
A1,2015,14000,Automatic,23000,Petrol,30,56.5,1.4,Audi
Q3,2019,39490,Automatic,5000,Petrol,150,31.0,2.0,Audi
Fiesta,2017,6900,Manual,37052,Petrol,125,54.3,1.2,Ford
Astra,2017,11000,Manual,18396,Diesel,0,80.7,1.6,Vauxhall
Corsa,2015,7000,Manual,35816,Petrol,30,57.6,1.0,Vauxhall
Focus,2018,11995,Manual,10048,Petrol,145,60.1,1.0,Ford
Focus,2019,19300,Automatic,1592,Petrol,150,51.4,1.0,Ford
Mokka X,2018,12240,Automatic,23000,Petrol,150,43.5,1.4,Vauxhall
Polo,2013,5998,Manual,50125,Petrol,125,51.4,1.2,Volkswagen
Fiesta,2012,5995,Manual,43008,Diesel,20,68.9,1.4,Ford
Fabia,2017,6495,Manual,16000,Petrol,20,60.1,1.0,Skoda
Astra,2016,8995,Manual,43689,Petrol,125,52.3,1.4,Vauxhall
Karoq,2019,20445,Manual,1290,Petrol,145,52.3,1.5,Skoda
Aygo,2017,6190,Manual,37500,Petrol,150,69.0,1.0,Toyota
KA,2013,3991,Manual,30626,Petrol,30,57.7,1.2,Ford
T-Cross,2019,17995,Manual,2485,Petrol,150,48.7,1.0,Volkswagen
Focus,2019,15590,Manual,3412,Petrol,145,60.1,1.0,Ford
3 Series,2014,14498,Semi-Auto,41419,Petrol,200,42.2,2.0,BMW
A3,2018,18495,Manual,19792,Petrol,145,54.3,1.5,Audi
Astra,2017,10197,Manual,25937,Diesel,145,76.3,1.6,Vauxhall
Touran,2014,10495,Semi-Auto,30920,Diesel,30,61.4,1.6,Volkswagen
Adam,2015,6750,Manual,42571,Petrol,125,53.3,1.4,Vauxhall
Focus,2018,13500,Manual,17250,Petrol,150,57.7,1.0,Ford
EcoSport,2018,11298,Manual,10421,Petrol,150,52.3,1.0,Ford
Focus,2019,17500,Manual,3700,Petrol,145,49.6,1.0,Ford
Octavia,2015,7795,Manual,63267,Petrol,30,55.4,1.4,Skoda
Astra,2017,9495,Manual,5700,Petrol,125,51.4,1.4,Vauxhall
A3,2014,11690,Manual,33000,Petrol,30,57.6,1.2,Audi
4 Series,2016,23780,Semi-Auto,24441,Diesel,165,50.4,3.0,BMW
A Class,2015,11772,Manual,47320,Diesel,20,70.6,1.5,Mercedes-Benz
E Class,2019,26499,Semi-Auto,13304,Diesel,145,72.4,2.0,Mercedes-Benz
Mokka,2016,8499,Manual,34579,Petrol,200,40.9,1.6,Vauxhall
4 Series,2019,39891,Automatic,5806,Diesel,145,51.4,3.0,BMW
Aygo,2017,7120,Manual,17000,Petrol,150,68.9,1.0,Toyota
3 Series,2019,27440,Semi-Auto,15639,Diesel,145,52.3,2.0,BMW
I10,2017,9495,Manual,12455,Petrol,150,57.7,1.2,Hyundai
Corsa,2017,10798,Automatic,17285,Petrol,145,47.9,1.4,Vauxhall
Fiesta,2018,12799,Manual,15526,Petrol,145,62.8,1.0,Ford
X3,2015,19500,Semi-Auto,41567,Diesel,145,54.3,2.0,BMW
Focus,2017,12990,Manual,12822,Petrol,145,57.7,1.0,Ford
Q5,2019,36995,Semi-Auto,4638,Diesel,145,38.2,2.0,Audi
Mokka,2016,12495,Automatic,14000,Petrol,160,43.5,1.4,Vauxhall
Mokka X,2019,12998,Manual,10291,Petrol,145,39.2,1.4,Vauxhall
Yaris,2017,10298,Manual,12090,Petrol,145,58.9,1.5,Toyota
Insignia,2018,12990,Manual,32642,Petrol,145,47.1,1.5,Vauxhall
Edge,2016,18020,Automatic,44224,Diesel,160,48.7,2.0,Ford
Arteon,2019,21990,Semi-Auto,10500,Petrol,145,40.4,1.5,Volkswagen
A Class,2016,14056,Manual,32846,Diesel,20,68.9,1.5,Mercedes-Benz
RAV4,2015,14490,Automatic,59454,Diesel,265,42.2,2.2,Toyota
Golf,2019,23799,Automatic,5000,Other,145,42.2,1.5,Volkswagen
Insignia,2016,7949,Manual,82271,Diesel,20,72.4,1.6,Vauxhall
Yeti Outdoor,2017,13618,Semi-Auto,39885,Diesel,160,51.4,2.0,Skoda
Astra,2017,9895,Manual,17000,Petrol,125,51.4,1.4,Vauxhall
4 Series,2019,25990,Semi-Auto,2028,Diesel,145,65.7,2.0,BMW
A3,2014,13299,Manual,24003,Petrol,30,54.3,1.4,Audi
Kuga,2018,16950,Manual,17027,Diesel,145,54.3,1.5,Ford
Golf,2017,17499,Manual,38405,Diesel,145,60.1,2.0,Volkswagen
Yaris,2014,5990,Manual,37000,Petrol,125,52.3,1.3,Toyota
RAV4,2017,15200,Manual,47026,Diesel,125,60.1,2.0,Toyota
Verso,2017,13995,Semi-Auto,19856,Petrol,200,42.8,1.8,Toyota
Fabia,2013,6150,Manual,26000,Petrol,125,54.3,1.2,Skoda
Fiesta,2017,8995,Manual,16571,Petrol,125,54.3,1.2,Ford
Corsa,2014,4575,Manual,69196,Petrol,125,51.4,1.4,Vauxhall
Q2,2019,27990,Automatic,5000,Diesel,145,44.8,1.6,Audi
Polo,2016,9490,Manual,30450,Petrol,20,60.1,1.2,Volkswagen
Mokka X,2019,13498,Manual,6593,Petrol,150,39.2,1.4,Vauxhall
Adam,2017,7490,Manual,32000,Petrol,150,53.3,1.2,Vauxhall
Polo,2018,14995,Manual,6349,Petrol,150,64.2,1.0,Volkswagen
3 Series,2016,17980,Automatic,48947,Hybrid,0,134.5,2.0,BMW
C Class,2016,18000,Automatic,40267,Hybrid,0,134.5,2.0,Mercedes-Benz
Astra,2016,8991,Manual,18118,Petrol,125,51.4,1.4,Vauxhall
E Class,2019,34400,Automatic,10434,Diesel,150,48.7,2.9,Mercedes-Benz
Fabia,2017,7495,Manual,22753,Petrol,20,60.1,1.2,Skoda
Caravelle,2019,55990,Semi-Auto,17600,Diesel,145,33.6,2.0,Volkswagen
A3,2015,15795,Manual,33000,Petrol,20,60.1,1.4,Audi
A3,2019,21995,Automatic,5450,Petrol,145,44.8,1.5,Audi
Focus,2017,12299,Manual,17779,Petrol,145,57.7,1.0,Ford
Mokka,2015,8991,Manual,31048,Petrol,160,44.8,1.4,Vauxhall
E Class,2018,22240,Semi-Auto,14236,Diesel,145,72.4,2.0,Mercedes-Benz
C Class,2017,18999,Automatic,38000,Hybrid,0,134.5,2.0,Mercedes-Benz
Rapid,2017,8450,Manual,20795,Petrol,20,57.7,1.2,Skoda
Golf,2016,12399,Automatic,17455,Diesel,20,58.9,1.6,Volkswagen
Fabia,2019,15995,Manual,5112,Petrol,145,60.1,1.0,Skoda
M3,2018,37991,Manual,18311,Petrol,150,32.1,3.0,BMW
Corsa,2016,7888,Manual,17160,Petrol,30,55.4,1.4,Vauxhall
Citigo,2018,7995,Manual,3150,Petrol,145,64.2,1.0,Skoda
Corsa,2016,8499,Manual,17956,Petrol,30,55.4,1.4,Vauxhall
5 Series,2019,30995,Semi-Auto,5271,Petrol,145,46.3,2.0,BMW
Q5,2016,18998,Semi-Auto,41313,Diesel,200,47.1,2.0,Audi
EcoSport,2017,8489,Manual,60190,Petrol,160,44.8,1.5,Ford
A4,2016,14500,Manual,25634,Petrol,145,51.4,1.4,Audi
Superb,2019,25000,Automatic,9822,Diesel,150,44.1,2.0,Skoda
B-MAX,2016,7895,Manual,41818,Petrol,30,57.7,1.0,Ford
4 Series,2019,24480,Automatic,3106,Diesel,145,65.7,2.0,BMW
C Class,2019,26256,Semi-Auto,14895,Diesel,145,61.4,2.0,Mercedes-Benz
Yaris,2016,10998,Automatic,19715,Hybrid,0,86.0,1.5,Toyota
A3,2014,5500,Manual,87000,Diesel,0,74.3,1.6,Audi
KA,2013,4490,Manual,51000,Petrol,30,57.7,1.2,Ford
Golf,2018,21950,Semi-Auto,26661,Petrol,150,44.8,2.0,Volkswagen
Focus,2019,14698,Manual,10812,Diesel,150,80.7,1.5,Ford
S Class,2019,55995,Automatic,100,Diesel,145,52.3,3.0,Mercedes-Benz
2 Series,2018,18980,Manual,12769,Petrol,145,52.3,1.5,BMW
GLC Class,2020,43995,Semi-Auto,859,Petrol,145,32.1,2.0,Mercedes-Benz
Mokka X,2018,11800,Manual,7143,Petrol,145,47.1,1.4,Vauxhall
Golf,2016,14150,Semi-Auto,16475,Petrol,30,53.3,1.4,Volkswagen
A Class,2016,13800,Automatic,80987,Diesel,20,67.3,2.1,Mercedes-Benz
A3,2017,20680,Automatic,20646,Petrol,145,56.5,1.5,Audi
Focus,2017,12690,Manual,20988,Diesel,145,74.3,1.5,Ford
Q3,2016,16898,Semi-Auto,15274,Petrol,150,47.9,1.4,Audi
Tiguan,2017,18295,Semi-Auto,33000,Diesel,150,58.9,2.0,Volkswagen
Fiesta,2018,9150,Manual,24046,Petrol,145,65.7,1.0,Ford
Fiesta,2013,6260,Manual,38673,Petrol,30,54.3,1.2,Ford
B-MAX,2013,6051,Manual,26046,Petrol,145,47.1,1.4,Ford
IX20,2017,8940,Manual,12417,Petrol,125,50.4,1.4,Hyundai
1 Series,2017,15750,Manual,6290,Petrol,145,36.2,3.0,BMW
Insignia,2013,5391,Manual,79460,Petrol,200,40.4,1.8,Vauxhall
S-MAX,2015,10450,Manual,42020,Diesel,145,54.3,1.6,Ford
Golf,2016,15999,Manual,26498,Diesel,20,67.3,2.0,Volkswagen
Fiesta,2019,15499,Manual,7852,Petrol,145,60.1,1.0,Ford
Corsa,2019,10500,Manual,6262,Petrol,150,43.5,1.4,Vauxhall
Fiesta,2018,9990,Manual,46240,Petrol,145,56.5,1.0,Ford
Sharan,2019,23500,Manual,3000,Diesel,145,43.5,2.0,Volkswagen
GLC Class,2017,25649,Semi-Auto,38070,Diesel,125,56.5,2.1,Mercedes-Benz
E Class,2013,10996,Semi-Auto,72351,Diesel,125,58.9,2.1,Mercedes-Benz
Polo,2018,12500,Manual,13456,Petrol,150,64.2,1.0,Volkswagen
Vivaro,2018,20790,Manual,6392,Diesel,145,40.9,1.6,Vauxhall
Passat,2019,17990,Semi-Auto,17395,Diesel,150,51.4,2.0,Volkswagen
Q5,2017,21750,Semi-Auto,83165,Diesel,150,55.4,2.0,Audi
Golf,2014,12940,Manual,46801,Diesel,20,67.3,2.0,Volkswagen
Tucson,2017,13295,Manual,29158,Diesel,30,61.7,1.7,Hyundai
Focus,2017,10000,Manual,24951,Diesel,145,74.3,1.5,Ford
Corsa,2016,7998,Manual,27504,Petrol,30,54.3,1.4,Vauxhall
Golf,2018,12200,Manual,32915,Petrol,150,58.9,1.0,Volkswagen
Tucson,2017,13498,Manual,5863,Petrol,160,44.8,1.6,Hyundai
Golf,2016,11495,Manual,43729,Diesel,20,68.9,2.0,Volkswagen
Zafira Tourer,2014,7800,Manual,46925,Petrol,200,42.8,1.4,Vauxhall
V Class,2018,34000,Automatic,13000,Diesel,145,45.6,2.1,Mercedes-Benz
Q5,2019,32970,Semi-Auto,7203,Diesel,150,55.4,2.0,Audi
Mokka X,2017,11499,Manual,19558,Diesel,30,65.7,1.6,Vauxhall
Golf,2016,11694,Manual,33205,Diesel,0,74.3,1.6,Volkswagen
X3,2019,36203,Semi-Auto,3425,Diesel,145,48.7,3.0,BMW
Corsa,2019,9999,Manual,12233,Petrol,145,43.5,1.4,Vauxhall
Q3,2019,28990,Manual,3629,Petrol,145,39.8,1.5,Audi
Superb,2019,26000,Semi-Auto,2534,Diesel,145,47.1,2.0,Skoda
Fiesta,2018,11600,Semi-Auto,31339,Petrol,145,54.3,1.0,Ford
Astra,2016,10095,Semi-Auto,15490,Petrol,125,52.3,1.4,Vauxhall
I30,2019,25995,Manual,2219,Petrol,145,34.0,2.0,Hyundai
Corsa,2016,7998,Manual,25191,Petrol,30,55.4,1.4,Vauxhall
Fiesta,2013,6150,Manual,51341,Petrol,0,65.7,1.0,Ford
Fiesta,2017,9690,Manual,19725,Petrol,145,65.7,1.0,Ford
Octavia,2017,13000,Manual,22231,Petrol,150,55.4,1.4,Skoda
GLS Class,2017,41990,Semi-Auto,32875,Diesel,305,37.2,3.0,Mercedes-Benz
E Class,2019,24780,Semi-Auto,12669,Diesel,145,72.4,2.0,Mercedes-Benz
Grandland X,2019,17900,Manual,10163,Petrol,145,44.1,1.2,Vauxhall
A4,2019,26985,Semi-Auto,476,Petrol,145,39.2,2.0,Audi
Combo Life,2019,19334,Manual,22,Diesel,145,53.3,1.5,Vauxhall
B Class,2020,24980,Semi-Auto,1989,Diesel,145,55.4,2.0,Mercedes-Benz
4 Series,2017,19500,Automatic,32632,Diesel,125,58.9,2.0,BMW
GLA Class,2015,16395,Semi-Auto,35445,Diesel,125,55.4,2.1,Mercedes-Benz
A4,2017,27312,Semi-Auto,9684,Petrol,145,36.7,3.0,Audi
Superb,2019,29995,Automatic,4011,Petrol,145,33.2,2.0,Skoda
Polo,2016,9698,Manual,15512,Petrol,20,60.1,1.0,Volkswagen
A1,2020,22990,Semi-Auto,3311,Petrol,145,44.8,1.5,Audi
Polo,2016,10000,Manual,29591,Petrol,20,60.1,1.2,Volkswagen
C-HR,2020,28990,Automatic,1265,Hybrid,135,54.3,2.0,Toyota
Focus,2018,18367,Manual,21675,Petrol,145,41.5,2.0,Ford
Passat,2019,23999,Semi-Auto,4249,Diesel,145,49.6,1.6,Volkswagen
Polo,2019,15491,Semi-Auto,2105,Petrol,150,45.6,1.0,Volkswagen
M4,2020,43000,Semi-Auto,40,Petrol,145,34.0,3.0,BMW
Q3,2020,26500,Manual,1553,Petrol,145,40.9,1.5,Audi
Tucson,2019,23795,Manual,3000,Hybrid,145,51.4,1.6,Hyundai
Aygo,2018,8500,Manual,2300,Petrol,145,56.5,1.0,Toyota
Yaris,2016,9500,Manual,13641,Petrol,30,55.0,1.3,Toyota
A1,2016,13432,Manual,23448,Petrol,30,58.9,1.4,Audi
C-HR,2018,17990,Automatic,22915,Hybrid,135,74.3,1.8,Toyota
Superb,2016,9995,Manual,36102,Diesel,20,68.9,1.6,Skoda
3 Series,2019,24450,Manual,3378,Diesel,145,64.2,2.0,BMW
T-Roc,2019,23489,Manual,8517,Petrol,150,42.2,1.5,Volkswagen
Polo,2017,9999,Manual,34000,Petrol,145,60.1,1.0,Volkswagen
Grandland X,2019,15998,Manual,14062,Petrol,145,44.1,1.2,Vauxhall
I10,2018,7995,Manual,6012,Petrol,145,60.1,1.0,Hyundai
A4,2015,12000,Manual,81790,Diesel,125,57.6,2.0,Audi
Fiesta,2018,10595,Manual,20590,Petrol,150,65.7,1.0,Ford
Yaris,2016,11895,Automatic,23000,Hybrid,0,86.0,1.5,Toyota
1 Series,2019,20330,Semi-Auto,9200,Diesel,145,67.3,2.0,BMW
Fiesta,2014,8250,Manual,9969,Petrol,0,65.7,1.0,Ford
A Class,2016,27995,Semi-Auto,11532,Petrol,200,40.9,2.0,Mercedes-Benz
Astra,2018,11499,Manual,22079,Petrol,145,50.4,1.4,Vauxhall
Fabia,2016,8770,Manual,44854,Petrol,20,60.1,1.2,Skoda
Focus,2018,20991,Manual,6833,Petrol,145,41.5,2.0,Ford
Aygo,2017,6995,Manual,17859,Petrol,145,69.0,1.0,Toyota
1 Series,2017,11400,Manual,37000,Petrol,125,53.3,1.5,BMW
Mokka X,2018,12700,Manual,11542,Petrol,145,39.2,1.4,Vauxhall
A3,2014,11499,Manual,31036,Diesel,20,67.3,2.0,Audi
C Class,2019,29498,Automatic,1000,Petrol,145,46.3,1.5,Mercedes-Benz
Kuga,2017,14280,Manual,8401,Petrol,165,45.6,1.5,Ford
3 Series,2019,16800,Manual,13648,Diesel,145,62.8,2.0,BMW
Touran,2017,17990,Manual,13383,Petrol,150,52.3,1.2,Volkswagen
Astra,2017,9995,Manual,25200,Diesel,20,72.4,1.6,Vauxhall
Combo Life,2018,13495,Manual,20964,Diesel,145,53.3,1.5,Vauxhall
T-Roc,2019,32990,Automatic,5195,Petrol,145,32.5,2.0,Volkswagen
Yaris,2019,12495,Manual,9347,Petrol,145,47.9,1.5,Toyota
Astra,2019,14995,Manual,100,Diesel,145,72.4,1.6,Vauxhall
C Class,2012,6995,Automatic,88200,Diesel,125,58.9,2.1,Mercedes-Benz
Astra,2020,15590,Manual,2317,Petrol,145,54.3,1.2,Vauxhall
Yaris,2013,5791,Manual,45000,Petrol,125,51.4,1.3,Toyota
I30,2019,23997,Manual,15,Petrol,150,34.0,2.0,Hyundai
A Class,2014,15323,Automatic,63998,Petrol,200,42.8,2.0,Mercedes-Benz
E Class,2019,43519,Automatic,1000,Petrol,145,29.7,3.0,Mercedes-Benz
3 Series,2019,29950,Semi-Auto,104,Diesel,145,52.3,2.0,BMW
A5,2019,29950,Semi-Auto,5200,Petrol,145,37.7,2.0,Audi
X4,2019,41980,Automatic,5769,Diesel,145,37.2,3.0,BMW
Fiesta,2018,10500,Manual,8631,Petrol,145,65.7,1.0,Ford
Polo,2014,5995,Manual,59078,Petrol,20,60.1,1.0,Volkswagen
Q3,2017,17000,Manual,31638,Petrol,125,51.4,1.4,Audi
TT,2015,16950,Automatic,34000,Petrol,160,44.1,2.0,Audi
Focus,2018,15798,Manual,4534,Petrol,145,58.9,1.0,Ford
C Class,2016,17995,Semi-Auto,33000,Diesel,30,61.4,2.1,Mercedes-Benz
Superb,2019,18490,Manual,12008,Petrol,150,40.9,1.5,Skoda
X1,2016,16000,Manual,50402,Diesel,20,68.9,2.0,BMW
Kuga,2017,17595,Semi-Auto,18066,Diesel,145,54.3,2.0,Ford
Q3,2020,31990,Semi-Auto,2166,Diesel,145,47.1,2.0,Audi
Caravelle,2019,56000,Automatic,10500,Diesel,145,33.6,2.0,Volkswagen
Focus,2017,11695,Manual,21502,Diesel,145,74.3,1.5,Ford
Up,2019,12995,Automatic,2563,Other,145,52.3,1.0,Volkswagen
1 Series,2019,29000,Semi-Auto,100,Diesel,150,48.7,2.0,BMW
Corolla,2019,21490,Automatic,10124,Hybrid,135,85.6,1.8,Toyota
